0.0005 0.0156237 2.98215e-05
0.0015 0.0149124 3.03738e-05
0.0025 0.0140811 3.08666e-05
0.0035 0.0132949 3.10053e-05
0.0045 0.0124035 3.12438e-05
0.0055 0.0117123 3.16576e-05
0.0065 0.0108404 3.23478e-05
0.0075 0.0101019 3.20234e-05
0.0085 0.00951844 3.2647e-05
0.0095 0.00889966 3.25346e-05
0.0105 0.00831197 3.27469e-05
0.0115 0.00781986 3.32222e-05
0.0125 0.00735191 3.31549e-05
0.0135 0.00702341 3.31153e-05
0.0145 0.00656285 3.34568e-05
0.0155 0.00624799 3.32881e-05
0.0165 0.005847 3.31557e-05
0.0175 0.00563724 3.3725e-05
0.0185 0.0053031 3.36381e-05
0.0195 0.00496802 3.3317e-05
0.0205 0.00481453 3.32767e-05
0.0215 0.00453023 3.32905e-05
0.0225 0.00438272 3.41693e-05
0.0235 0.00415445 3.33779e-05
0.0245 0.00399257 3.37136e-05
0.0255 0.00384138 3.36867e-05
0.0265 0.00362576 3.39938e-05
0.0275 0.00347762 3.38278e-05
0.0285 0.00332473 3.36737e-05
0.0295 0.00323172 3.34302e-05
0.0305 0.00302926 3.35549e-05
0.0315 0.00294232 3.34664e-05
0.0325 0.0028141 3.37429e-05
0.0335 0.00277253 3.35044e-05
0.0345 0.00260424 3.36864e-05
0.0355 0.00257507 3.38223e-05
0.0365 0.00243998 3.3477e-05
0.0375 0.00232522 3.4088e-05
0.0385 0.00230116 3.41175e-05
0.0395 0.00218342 3.41247e-05
0.0405 0.00211528 3.38232e-05
0.0415 0.00200416 3.35575e-05
0.0425 0.00194694 3.35481e-05
0.0435 0.00192493 3.36959e-05
0.0445 0.0018609 3.35446e-05
0.0455 0.00175696 3.36098e-05
0.0465 0.0017435 3.40402e-05
0.0475 0.00169207 3.37815e-05
0.0485 0.00164884 3.39509e-05
0.0495 0.00154251 3.36605e-05
0.0505 0.00153456 3.35315e-05
0.0515 0.00148468 3.41762e-05
0.0525 0.00144641 3.43108e-05
0.0535 0.00137586 3.35712e-05
0.0545 0.00133175 3.35481e-05
0.0555 0.00132979 3.38143e-05
0.0565 0.00125922 3.36586e-05
0.0575 0.00121444 3.36284e-05
0.0585 0.00121873 3.3533e-05
0.0595 0.00116032 3.44992e-05
0.0605 0.00109351 3.36402e-05
0.0615 0.00111748 3.45263e-05
0.0625 0.0011205 3.34862e-05
0.0635 0.00102473 3.37433e-05
0.0645 0.00106736 3.40047e-05
0.0655 0.00101016 3.38579e-05
0.0665 0.000968586 3.35988e-05
0.0675 0.000965073 3.37127e-05
0.0685 0.000957224 3.36658e-05
0.0695 0.000853549 3.38083e-05
0.0705 0.000927054 3.38809e-05
0.0715 0.000909103 3.41374e-05
0.0725 0.000875285 3.36899e-05
0.0735 0.00082614 3.43324e-05
0.0745 0.000850823 3.36533e-05
0.0755 0.000797684 3.37066e-05
